Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000334,678.480.464-68,Thiago Cavalcanti,2023-04-01,BRL,23874.05,Depósito,Recusada,Moradia,BTG,12,176.55,24050.6
FIN000113,679.588.908-15,Vanessa Coelho,2022-09-11,BRL,8326.0,Saque,Aprovada,Alimentação,C6 Bank,24,127.06,8453.06
FIN000617,470.353.592-76,Beatriz Lopes,2023-12-15,BRL,6869.11,Saque,,Investimento,C6 Bank,1,124.06,6993.17
FIN000584,453.748.894-76,Rodrigo Farias,2023-11-15,BRL,24352.88,PIX,,Tecnologia,BTG,1,516.4,24869.28
FIN000361,734.509.500-27,Amanda Vieira,2023-04-26,BRL,82699.974,Depósito,Aprovada,Tecnologia,Banco do Brasil,12,22.8,82722.774
FIN000603,957.631.916-33,Natalia Correia,2023-12-03,BRL,4193.25,Pagamento,Pendente,Viagem,C6 Bank,1,72.35,4265.6
FIN000709,245.412.827-82,Carolina Azevedo,2024-03-09,BRL,24825.62,Depósito,Recusada,Alimentação,Banco do Brasil,2,216.15,25041.77
FIN000967,463.121.319-71,Rodrigo Farias,2024-10-30,BRL,5073.64,Pagamento,Pendente,Investimento,Banco do Brasil,24,87.56,5161.2
FIN000339,529.492.213-45,Carolina Azevedo,2023-04-05,BRL,19489.58,Depósito,Pendente,Moradia,BTG,1,188.68,19678.26
FIN000628,327.896.159-85,Beatriz Lopes,2023-12-26,BRL,22163.9,PIX,Pendente,Alimentação,BTG,3,155.15,22319.05
FIN000996,295.364.582-65,Guilherme Mota,,BRL,13126.98,Depósito,Pendente,Alimentação,,1,337.66,24943.04
FIN000685,737.832.756-74,Marcelo Teixeira,,BRL,6867.64,Saque,Pendente,Viagem,Inter,24,77.03,6944.67
FIN000654,303.628.630-86,Rodrigo Farias,,BRL,23923.86,Depósito,Recusada,Investimento,BTG,12,416.15,24340.01
FIN000352,928.201.318-66,Rodrigo Farias,2023-04-17,BRL,2794.41,Pagamento,,Tecnologia,XP,1,54.12,2848.53
FIN000714,418.950.688-62,Felipe Andrade,2024-03-13,BRL,10687.43,Pagamento,Aprovada,Vestuário,C6 Bank,2,294.47,10981.9
FIN000550,750.471.672-37,Rafael Macedo,2023-10-15,BRL,21890.99,Depósito,Aprovada,Investimento,BTG,2,250.11,22141.1
FIN000712,132.683.613-56,Leticia Moura,2024-03-11,BRL,6243.73,Depósito,Aprovada,Tecnologia,C6 Bank,2,32.81,6276.54
FIN000469,749.136.673-36,Beatriz Lopes,2023-08-02,BRL,21057.32,PIX,Recusada,Viagem,C6 Bank,1,493.8,21551.12
FIN000806,477.170.368-59,Beatriz Lopes,2024-06-05,BRL,22020.17,Depósito,Aprovada,Alimentação,Inter,6,322.4,22342.57
FIN000412,764.716.663-22,Leonardo Braga,2023-06-11,BRL,11544.98,PIX,Pendente,Viagem,Inter,12,289.62,11834.6
FIN000323,805.254.957-27,Vanessa Coelho,2023-03-22,BRL,19125.01,Depósito,Aprovada,Alimentação,BTG,2,432.72,19557.73
FIN000773,176.320.507-91,Leticia Moura,2024-05-06,BRL,22681.38,Transferência,Aprovada,Viagem,Banco do Brasil,2,372.51,23053.89
FIN000803,980.580.952-11,Felipe Andrade,2024-06-02,BRL,65634.9,Depósito,Aprovada,Viagem,Banco do Brasil,24,377.94,66012.84
FIN000907,774.577.418-71,Andre Monteiro,,BRL,20689.11,Saque,Pendente,Alimentação,BTG,24,548.02,21237.13
FIN000184,644.186.729-65,Rodrigo Farias,2022-11-15,BRL,10022.76,Depósito,Recusada,Alimentação,Banco do Brasil,1,194.76,10217.52
FIN000889,665.682.350-53,Thiago Cavalcanti,2024-08-20,BRL,20242.3,Depósito,Aprovada,Alimentação,C6 Bank,2,292.68,20534.98
FIN000368,431.955.979-40,Andre Monteiro,2023-05-02,BRL,14090.46,Pagamento,Recusada,Tecnologia,BTG,1,135.93,14226.39
FIN000581,405.960.527-21,Amanda Vieira,2023-11-13,BRL,1516.26,PIX,Aprovada,Tecnologia,Inter,24,13.35,1529.61
FIN000719,264.772.578-65,Diego Peixoto,,BRL,12529.23,Saque,Pendente,Tecnologia,C6 Bank,24,162.56,12691.79
FIN000343,426.726.876-92,Camila Rocha,2023-04-09,BRL,3899.66,Saque,Pendente,Moradia,Banco do Brasil,24,34.3,3933.96
FIN000307,685.803.197-41,Marcelo Teixeira,2023-03-07,BRL,23948.78,Pagamento,Pendente,Alimentação,C6 Bank,12,260.68,24209.46
FIN000218,189.941.709-41,Beatriz Lopes,2022-12-16,BRL,10699.74,Depósito,Recusada,Moradia,XP,24,115.78,10815.52
FIN000990,869.155.249-39,Marcelo Teixeira,2024-11-20,BRL,82699.974,Pagamento,Pendente,Tecnologia,C6 Bank,12,150.56,82850.534
FIN000038,101.752.705-97,Andre Monteiro,2022-07-04,BRL,13828.25,Pagamento,Aprovada,Viagem,Inter,3,100.14,13928.39
FIN000314,954.141.216-93,Felipe Andrade,2023-03-14,BRL,418.14,Saque,Pendente,Tecnologia,XP,2,7.94,426.08
FIN000911,815.225.158-91,Isabela Nunes,,BRL,1046.01,Pagamento,,Alimentação,C6 Bank,2,15.2,1061.21
FIN000189,365.961.540-19,Vanessa Coelho,2022-11-19,BRL,13126.98,Pagamento,Aprovada,Alimentação,Inter,24,414.82,23622.58
FIN000332,831.866.649-66,Isabela Nunes,2023-03-30,BRL,7284.67,PIX,Recusada,Investimento,Banco do Brasil,12,54.94,7339.61
FIN000037,185.926.673-32,Natalia Correia,2022-07-03,BRL,22471.17,Depósito,Recusada,Tecnologia,C6 Bank,6,255.39,22726.56
FIN000736,160.965.405-41,Juliana Queiroz,,BRL,4433.35,Saque,Pendente,Viagem,BTG,10,28.01,4461.36
FIN000539,336.121.196-10,Vanessa Coelho,2023-10-05,BRL,5172.73,PIX,Aprovada,Tecnologia,XP,24,129.15,5301.88
FIN000925,382.548.238-33,Isabela Nunes,2024-09-22,BRL,13057.16,Depósito,Recusada,Alimentação,Inter,1,376.58,13433.74
FIN000643,534.451.193-77,Carolina Azevedo,2024-01-08,BRL,18094.31,Pagamento,Aprovada,Alimentação,C6 Bank,12,136.48,18230.79
FIN000404,215.103.627-57,Priscila Gomes,2023-06-04,BRL,20785.55,Pagamento,Recusada,Tecnologia,XP,12,612.18,21397.73
FIN000697,146.159.528-75,Leonardo Braga,2024-02-27,BRL,1974.75,Saque,Pendente,Investimento,XP,1,13.93,1988.68
FIN000922,258.682.118-65,Thiago Cavalcanti,2024-09-19,BRL,20393.1,Depósito,Pendente,Tecnologia,XP,1,323.42,20716.52
FIN000234,510.280.500-22,Natalia Correia,2022-12-30,BRL,8941.51,Depósito,Recusada,Investimento,Inter,2,215.61,9157.12
FIN000103,205.593.207-87,Beatriz Lopes,2022-09-02,BRL,13188.33,Pagamento,Recusada,Tecnologia,Inter,2,332.93,13521.26
FIN000454,639.982.389-76,Camila Rocha,2023-07-20,BRL,82699.974,Depósito,Recusada,Moradia,BTG,6,392.79,83092.764
FIN000652,678.257.660-62,Rafael Macedo,2024-01-16,BRL,20436.18,Pagamento,Pendente,Viagem,Banco do Brasil,6,555.9,20992.08
FIN000066,233.275.741-64,Isabela Nunes,2022-07-30,BRL,5174.4,Saque,Aprovada,Alimentação,Inter,2,35.27,5209.67
FIN000559,705.887.553-84,Beatriz Lopes,2023-10-23,BRL,15898.92,Depósito,Pendente,Vestuário,Inter,1,212.01,16110.93
FIN000434,825.548.636-83,Vanessa Coelho,2023-07-01,BRL,18856.01,Pagamento,Recusada,Alimentação,Banco do Brasil,12,564.69,19420.7
FIN000164,248.159.869-77,Henrique Pinto,2022-10-27,BRL,17889.39,Depósito,Pendente,Tecnologia,BTG,12,148.65,18038.04
FIN000264,496.220.114-86,Natalia Correia,2023-01-27,BRL,1690.15,Transferência,Pendente,Vestuário,Inter,6,44.47,1734.62
FIN000232,789.698.298-67,Thiago Cavalcanti,,BRL,14796.59,Pagamento,Recusada,Vestuário,BTG,24,419.72,15216.31
FIN000462,399.338.868-77,Thiago Cavalcanti,2023-07-27,BRL,14089.18,Pagamento,Recusada,Alimentação,C6 Bank,120,242.72,14331.9
FIN000236,154.128.675-73,Natalia Correia,2023-01-01,BRL,22763.35,PIX,Aprovada,Moradia,C6 Bank,6,124.12,22887.47
FIN000416,526.549.659-53,Vanessa Coelho,2023-06-15,BRL,16923.11,Pagamento,Aprovada,Investimento,Inter,2,275.16,17198.27
FIN000782,976.437.838-86,Juliana Queiroz,2024-05-14,BRL,9380.82,Depósito,Recusada,Alimentação,C6 Bank,24,247.07,9627.89
FIN000989,622.242.334-10,Camila Rocha,,BRL,17042.96,Depósito,Aprovada,Investimento,BTG,2,125.25,17168.21
FIN000303,503.671.793-32,Felipe Andrade,2023-03-04,BRL,7504.3,Pagamento,Recusada,,C6 Bank,12,162.16,7666.46
FIN000072,377.861.691-42,Camila Rocha,2022-08-04,BRL,443.77,Saque,Pendente,Viagem,Banco do Brasil,12,7.47,451.24
FIN000169,491.553.680-49,Amanda Vieira,2022-11-01,BRL,65634.9,Depósito,Pendente,Viagem,Inter,12,253.75,65888.65
FIN000456,527.545.473-64,Rafael Macedo,2023-07-21,BRL,9972.14,PIX,Pendente,Viagem,XP,3,218.67,10190.81
FIN000090,384.327.725-74,Henrique Pinto,2022-08-21,BRL,11664.95,Pagamento,Aprovada,Investimento,,12,102.01,11766.96
FIN000118,547.805.738-28,Amanda Vieira,2022-09-15,BRL,22559.38,Saque,Aprovada,Vestuário,XP,24,272.53,22831.91
FIN000463,594.578.426-14,Natalia Correia,2023-07-28,BRL,3846.6,Depósito,Recusada,Viagem,BTG,6,89.45,3936.05
FIN000717,743.513.332-76,Amanda Vieira,2024-03-16,BRL,5946.94,Pagamento,Pendente,Investimento,XP,12,143.56,6090.5
FIN000460,461.405.978-70,Felipe Andrade,2023-07-25,BRL,7336.63,Saque,Pendente,Moradia,C6 Bank,2,174.67,7511.3
FIN000227,528.988.779-43,Leticia Moura,2022-12-24,BRL,22283.72,Depósito,Aprovada,Viagem,C6 Bank,3,254.83,22538.55
FIN000582,706.789.421-74,Beatriz Lopes,2023-11-13,BRL,8131.1,PIX,Pendente,Viagem,Inter,24,108.19,8239.29
FIN000062,578.213.376-80,Camila Rocha,2022-07-26,BRL,16057.17,Saque,Aprovada,Moradia,Banco do Brasil,3,146.76,16203.93
FIN000757,387.458.611-18,Guilherme Mota,2024-04-21,BRL,22082.12,Pagamento,Recusada,Moradia,C6 Bank,3,400.28,22482.4
FIN000187,258.860.239-56,Beatriz Lopes,,BRL,65634.9,Depósito,Recusada,Vestuário,BTG,2,242.29,65877.18999999999
FIN000620,810.441.764-31,Priscila Gomes,2023-12-18,BRL,24538.37,Pagamento,Pendente,Investimento,Banco do Brasil,2,345.38,24883.75
FIN000402,671.309.875-35,Vanessa Coelho,2023-06-02,BRL,12078.24,Depósito,Pendente,Alimentação,Banco do Brasil,3,261.58,12339.82
FIN000233,988.962.974-25,Marcelo Teixeira,2022-12-30,BRL,11716.7,Pagamento,Aprovada,Moradia,Inter,3,336.85,12053.55
FIN000563,152.984.370-94,Priscila Gomes,2023-10-27,BRL,17398.23,Pagamento,Recusada,Viagem,BTG,1,510.94,17909.17
FIN000721,904.770.404-71,Thiago Cavalcanti,2024-03-20,BRL,22958.35,Depósito,Recusada,Tecnologia,Inter,3,643.85,23602.2
FIN000073,631.551.233-81,Juliana Queiroz,2022-08-05,BRL,7849.23,PIX,Aprovada,Viagem,BTG,6,215.42,8064.65
FIN000468,991.659.915-43,Diego Peixoto,2023-08-01,BRL,13410.74,Pagamento,Aprovada,Viagem,Banco do Brasil,1,257.15,13667.89
FIN000523,471.981.835-48,Guilherme Mota,2023-09-21,BRL,13126.98,Pagamento,Aprovada,Investimento,XP,1,9.37,13136.35
FIN000271,318.956.234-95,Felipe Andrade,2023-02-02,BRL,21524.26,PIX,Aprovada,Viagem,Inter,3,362.08,21886.34
FIN000112,676.313.916-39,Isabela Nunes,2022-09-10,BRL,10881.84,Saque,Aprovada,Tecnologia,Banco do Brasil,1,316.18,11198.02
FIN000870,817.488.984-11,Guilherme Mota,2024-08-03,BRL,11684.1,Depósito,Pendente,Investimento,BTG,3,141.18,11825.28
FIN000891,112.980.830-35,Carolina Azevedo,2024-08-22,BRL,19568.7,Depósito,Pendente,Viagem,BTG,12,128.36,19697.06
FIN000875,276.305.757-85,Marcelo Teixeira,2024-08-07,BRL,13045.02,Depósito,Pendente,Vestuário,Inter,6,276.8,13321.82
FIN000330,570.968.304-77,Priscila Gomes,2023-03-28,BRL,21178.24,Pagamento,Pendente,Investimento,Banco do Brasil,24,516.95,21695.19
FIN000464,374.354.215-61,Natalia Correia,2023-07-29,BRL,21105.43,Depósito,Recusada,Alimentação,C6 Bank,12,470.35,21575.78
FIN000596,418.844.320-40,Rafael Macedo,,BRL,21797.32,Depósito,Recusada,Vestuário,BTG,24,377.12,22174.44
FIN000756,682.378.645-61,Carolina Azevedo,2024-04-21,BRL,22816.36,PIX,Pendente,Moradia,XP,2,158.7,22975.06
FIN000196,452.623.558-77,Rafael Macedo,,BRL,20916.12,PIX,Aprovada,Investimento,C6 Bank,3,191.55,21107.67
FIN000337,557.450.337-97,Natalia Correia,2023-04-04,BRL,17416.16,Saque,Recusada,Viagem,C6 Bank,2,452.58,17868.74
FIN000366,290.838.136-29,Henrique Pinto,2023-04-30,BRL,18055.75,Depósito,Aprovada,Investimento,BTG,12,375.86,18431.61
FIN000940,994.405.499-73,Natalia Correia,2024-10-06,BRL,17834.47,Depósito,Aprovada,Alimentação,,12,201.35,18035.82
FIN000029,273.999.827-84,Amanda Vieira,2022-06-26,BRL,10321.0,Depósito,Recusada,Alimentação,C6 Bank,3,85.97,10406.97
FIN000817,861.642.704-66,Guilherme Mota,2024-06-15,BRL,6862.63,Depósito,Pendente,Investimento,C6 Bank,1,143.21,7005.84
FIN000624,424.426.542-47,Thiago Cavalcanti,2023-12-22,BRL,13126.98,Saque,Pendente,Vestuário,BTG,12,28.54,13155.52
FIN000521,Não informado,Natalia Correia,2023-09-19,BRL,18093.21,Depósito,Pendente,Moradia,Banco do Brasil,24,318.68,18411.89
FIN000730,557.862.999-72,Beatriz Lopes,,BRL,19205.14,Saque,Aprovada,Investimento,XP,3,108.64,19313.78
FIN000138,177.354.645-92,Rodrigo Farias Farias,2022-10-04,BRL,65634.9,Pagamento,Recusada,Tecnologia,Banco do Brasil,3,295.81,65930.70999999999
FIN000964,109.591.970-87,Felipe Andrade,2024-10-28,BRL,126.45,Pagamento,Recusada,Viagem,BTG,12,2.71,129.16
FIN000120,929.208.185-18,Juliana Queiroz,2022-09-17,BRL,5056.45,Depósito,Pendente,Vestuário,Inter,20,135.76,5192.21
FIN000478,680.544.878-21,Natalia Correia,2023-08-10,BRL,5158.77,Depósito,Pendente,Vestuário,C6 Bank,1,66.58,5225.35
FIN000527,870.151.844-92,Natalia Correia,2023-09-24,BRL,10591.4,Transferência,Recusada,Tecnologia,XP,1,130.24,10721.64
FIN000394,937.923.597-40,Felipe Andrade,,BRL,2549.71,Saque,Aprovada,Viagem,XP,1,60.8,2610.51
FIN000383,272.827.971-37,Thiago Cavalcanti,2023-05-16,BRL,9093.35,PIX,Recusada,Investimento,Inter,12,158.51,9251.86
FIN000222,891.927.367-54,Thiago Cavalcanti,2022-12-19,BRL,3032.03,Depósito,Pendente,Vestuário,Banco do Brasil,24,65.94,3097.97
FIN000662,808.732.622-47,Rodrigo Farias,,BRL,11796.5,Depósito,Recusada,Vestuário,XP,2,259.01,12055.51
FIN000710,481.803.149-19,Marcelo Teixeira,2024-03-09,BRL,65634.9,Depósito,Pendente,Investimento,XP,3,481.42,66116.31999999999
FIN000912,939.878.692-27,Isabela Nunes,,BRL,12592.33,Pagamento,Pendente,Viagem,XP,3,377.71,12970.04
FIN000329,507.352.858-20,Carolina Azevedo,2023-03-27,BRL,18458.26,PIX,,Tecnologia,XP,6,528.28,18986.54
FIN000013,439.210.128-64,Andre Monteiro,2022-06-11,BRL,9467.1,Saque,Pendente,Viagem,XP,1,229.26331653225807,9528.73
FIN000207,829.540.276-36,Isabela Nunes,,BRL,21684.43,Saque,Pendente,Vestuário,BTG,12,207.33,21891.76
FIN000104,544.412.780-74,Andre Monteiro,2022-09-03,BRL,6444.5,Depósito,Recusada,Tecnologia,BTG,24,70.93,6515.43
FIN000310,344.715.503-87,Henrique Pinto,,BRL,4190.43,PIX,,Alimentação,XP,12,98.08,4288.51
FIN000549,637.504.725-32,Priscila Gomes,2023-10-14,BRL,4172.74,Depósito,Aprovada,Investimento,Inter,12,101.61,4274.35
FIN000181,434.804.396-42,Marcelo Teixeira,2022-11-12,BRL,6299.75,Depósito,Pendente,Moradia,Inter,12,57.23,6356.98
FIN000599,920.956.612-92,Isabela Nunes,2023-11-29,BRL,13126.98,Pagamento,Recusada,Investimento,Banco do Brasil,1,189.49,13316.47
FIN000498,740.695.960-79,Camila Rocha,2023-08-29,BRL,24761.23,Saque,Pendente,Investimento,Inter,1,316.41,25077.64
FIN000317,356.517.294-68,Beatriz Lopes,2023-03-16,BRL,65634.9,Saque,Pendente,Viagem,Inter,24,399.94,66034.84
FIN000142,813.165.698-83,Juliana Queiroz,2022-10-07,BRL,21034.52,Pagamento,Recusada,Alimentação,Inter,120,351.45,21385.97
FIN000707,215.195.719-16,Camila Rocha,2024-03-07,BRL,24721.88,Pagamento,Pendente,Alimentação,Inter,1,425.65,25147.53
FIN000425,547.362.985-55,Beatriz Lopes,2023-06-23,BRL,15027.04,Depósito,Recusada,Tecnologia,Inter,2,201.24,15228.28
FIN000759,286.819.262-67,Rodrigo Farias,2024-04-23,BRL,10022.57,Saque,Aprovada,Moradia,Inter,2,210.77,10233.34
FIN000211,649.329.896-63,Rafael Macedo,2022-12-09,BRL,14607.9,Saque,Aprovada,Vestuário,XP,12,136.43,14744.33
FIN000143,748.590.132-35,Diego Peixoto,2022-10-08,BRL,22506.43,PIX,Aprovada,Alimentação,BTG,24,599.96,23106.39
FIN000515,520.156.743-79,Juliana Queiroz,2023-09-13,BRL,1336.74,Depósito,Recusada,Vestuário,C6 Bank,12,31.39,1368.13
FIN000363,593.165.422-65,Felipe Andrade,,BRL,10688.22,PIX,,Tecnologia,C6 Bank,1,61.28,10749.5
FIN000005,271.695.142-37,Thiago Cavalcanti,2022-06-04,BRL,20210.85,PIX,Recusada,Investimento,Banco do Brasil,12,431.28,20642.13
FIN000045,995.448.578-36,Priscila Gomes,,BRL,72198.39,Pagamento,Aprovada,Investimento,XP,24,413.38,72611.77
FIN000282,557.586.701-96,Beatriz Lopes,2023-02-12,BRL,24984.26,Depósito,Aprovada,Tecnologia,XP,12,706.17,25690.43
FIN000203,411.842.192-26,Beatriz Lopes,2022-12-02,BRL,19560.15,Depósito,Recusada,Viagem,BTG,24,496.76,20056.91
FIN000359,371.530.439-11,Henrique Pinto,2023-04-24,BRL,13704.89,PIX,Pendente,Investimento,Banco do Brasil,240,278.79,13983.68
FIN000786,424.660.433-76,Leonardo Braga,2024-05-18,BRL,18589.43,PIX,Recusada,Alimentação,BTG,2,451.58,19041.01
FIN000372,962.374.739-43,Juliana Queiroz,2023-05-06,BRL,7790.67,Pagamento,Aprovada,Tecnologia,BTG,24,88.39,7879.06
FIN000800,676.553.323-64,Leticia Moura,2024-05-31,BRL,15105.63,PIX,Recusada,Viagem,Inter,2,307.29,15412.92
FIN000638,533.689.153-11,Isabela Nunes,,BRL,13977.1,Pagamento,Pendente,Moradia,Banco do Brasil,24,88.27,14065.37
FIN000238,322.135.209-17,Carolina Azevedo,2023-01-03,BRL,11216.25,Pagamento,Recusada,Vestuário,Banco do Brasil,6,295.63,11511.88
FIN000668,652.884.401-52,Beatriz Lopes,2024-01-31,BRL,9148.97,Saque,Pendente,,C6 Bank,6,227.95,9376.92
FIN000274,149.503.279-14,Guilherme Mota,,BRL,3077.54,Saque,Recusada,Investimento,C6 Bank,2,84.9,3162.44
FIN000857,371.392.289-86,Henrique Pinto,2024-07-22,BRL,23404.98,Pagamento,Pendente,Investimento,XP,24,451.38,23856.36
FIN000195,720.140.168-39,Natalia Correia,2022-11-25,BRL,11661.38,PIX,Aprovada,Tecnologia,Inter,2,271.41,11932.79
FIN000514,285.981.870-12,Andre Monteiro,2023-09-12,BRL,13320.78,PIX,Pendente,Investimento,XP,6,105.12,13425.9
FIN000275,508.687.167-51,Andre Monteiro,,BRL,4554.43,Saque,Recusada,Vestuário,XP,12,120.95,4675.38
FIN000556,909.883.690-18,Rodrigo Farias,2023-10-21,BRL,65634.9,Depósito,Aprovada,Viagem,XP,24,326.87,65961.76999999999
FIN000210,364.827.479-34,Felipe Andrade,2022-12-09,BRL,65634.9,Saque,Aprovada,Tecnologia,C6 Bank,3,172.33,65807.23
FIN000163,562.829.714-89,Juliana Queiroz,,BRL,17842.59,Depósito,Recusada,Moradia,XP,2,416.13,18258.72
FIN000718,607.914.966-22,Andre Monteiro,2024-03-17,BRL,8886.96,Depósito,Recusada,Viagem,XP,1,247.75,9134.71
FIN000616,646.400.746-49,Leonardo Braga,2023-12-15,BRL,18233.16,PIX,,Viagem,Banco do Brasil,3,307.44,18540.6
FIN000088,272.451.481-96,Felipe Andrade,2022-08-19,BRL,6129.22,Pagamento,Pendente,Investimento,Inter,24,90.54,6219.76
FIN000970,992.409.426-53,Camila Rocha,,BRL,21787.34,Depósito,Aprovada,Moradia,Banco do Brasil,3,621.15,22408.49
FIN000191,808.291.452-92,Thiago Cavalcanti,2022-11-21,BRL,3839.26,PIX,Recusada,Alimentação,BTG,6,98.64,3937.9
FIN000179,244.880.210-14,Guilherme Mota,2022-11-10,BRL,13126.98,Pagamento,Aprovada,Alimentação,Inter,3,94.78,13221.76
FIN000557,391.739.387-28,Diego Peixoto,,BRL,13702.74,PIX,Recusada,Alimentação,BTG,10,232.32,13935.06
FIN000609,145.808.646-17,Isabela Nunes,2023-12-08,BRL,1131.88,Depósito,Recusada,Moradia,C6 Bank,2,23.26,1155.14
FIN000393,943.150.573-23,Diego Peixoto,2023-05-25,BRL,15965.13,PIX,Recusada,Moradia,Inter,12,100.55,16065.68
FIN000604,307.800.688-75,Thiago Cavalcanti,2023-12-04,BRL,15997.99,Pagamento,Recusada,Tecnologia,XP,6,107.62,16105.61
FIN000981,961.489.342-36,Camila Rocha,,BRL,19875.46,Pagamento,Recusada,Tecnologia,Inter,2,302.39,20177.85
FIN000754,895.707.903-43,Juliana Queiroz,2024-04-19,BRL,15330.89,PIX,Pendente,Vestuário,C6 Bank,1,123.09,15453.98
FIN000512,404.290.173-98,Leonardo Braga,2023-09-11,BRL,23578.74,Depósito,Recusada,Investimento,Inter,6,464.63,24043.37
FIN000723,519.835.130-37,Amanda Vieira,2024-03-21,BRL,6993.92,Depósito,Pendente,Moradia,XP,3,133.46,7127.38
FIN000440,521.352.691-54,Guilherme Mota,2023-07-07,BRL,3242.05,Depósito,Pendente,Alimentação,C6 Bank,12,36.88,3278.93
FIN000472,316.231.370-91,Thiago Cavalcanti,,BRL,2861.23,Depósito,Recusada,Tecnologia,Inter,3,51.7,2912.93
FIN000399,Não informado,Leticia Moura,2023-05-30,BRL,2526.86,Pagamento,Recusada,Alimentação,Inter,6,23.33,2550.19
FIN000815,530.817.113-98,Felipe Andrade,2024-06-13,BRL,6858.24,Depósito,Aprovada,Investimento,BTG,24,148.91,7007.15
FIN000036,359.541.215-86,Felipe Andrade,,BRL,213.5,Depósito,Pendente,Moradia,BTG,2,2.35,215.85
FIN000790,362.370.735-84,Leonardo Braga,2024-05-22,BRL,13374.06,Pagamento,Pendente,Moradia,Banco do Brasil,2,297.77,13671.83
FIN000262,776.258.604-47,Amanda Vieira,2023-01-25,BRL,17522.83,Depósito,Pendente,Alimentação,C6 Bank,2,436.37,17959.2
FIN000601,306.293.921-43,Vanessa Coelho,2023-12-01,BRL,19655.3,PIX,Recusada,Viagem,C6 Bank,6,422.18,20077.48
FIN000430,989.219.923-32,Thiago Cavalcanti,2023-06-28,BRL,82699.974,PIX,Aprovada,Viagem,BTG,6,158.58,82858.554
FIN000229,974.412.466-35,Juliana Queiroz,2022-12-26,BRL,643.9,PIX,Pendente,Vestuário,C6 Bank,2,15.6,659.5
FIN000006,917.995.509-46,Guilherme Mota,2022-06-05,BRL,65634.9,Depósito,Aprovada,Moradia,C6 Bank,2,390.59,66025.48999999999
FIN000095,411.869.129-76,Rodrigo,2022-08-25,BRL,65634.9,Depósito,Pendente,Investimento,Banco do Brasil,2,82.8,65717.7
FIN000866,726.901.253-90,Thiago Cavalcanti,2024-07-30,BRL,7391.85,Depósito,Recusada,Tecnologia,Banco do Brasil,6,159.33,7551.18
FIN000319,859.287.539-22,Thiago Cavalcanti,,BRL,6962.93,PIX,Pendente,Viagem,C6 Bank,24,95.34,7058.27
FIN000935,632.982.397-94,Andre Monteiro,2024-10-01,BRL,14069.01,Depósito,,Viagem,XP,1,330.01,14399.02
FIN000313,911.414.313-99,Amanda Vieira,2023-03-13,BRL,72198.39,PIX,Recusada,Investimento,BTG,6,561.77,72760.16
FIN000076,911.624.722-23,Vanessa Coelho,2022-08-08,BRL,17359.26,Pagamento,Recusada,,C6 Bank,12,160.53,17519.789999999997
FIN000174,235.542.625-11,Diego Peixoto,2022-11-06,BRL,16875.4,Pagamento,Recusada,Tecnologia,XP,3,393.14,17268.54
FIN000894,656.510.653-38,Felipe Andrade,2024-08-25,BRL,8256.43,Depósito,Pendente,Viagem,BTG,3,117.41,8373.84
FIN000052,916.994.937-57,Leticia Moura,2022-07-17,BRL,65634.9,Pagamento,,,C6 Bank,6,54.86,65689.76
FIN000552,341.574.810-81,Vanessa Coelho,2023-10-17,BRL,22086.74,PIX,Recusada,Moradia,Banco do Brasil,6,268.68,22355.42
FIN000842,824.489.934-39,Amanda Vieira,2024-07-08,BRL,18623.62,Depósito,Recusada,Alimentação,Banco do Brasil,12,338.9,18962.52
FIN000978,556.374.601-53,Andre Monteiro,2024-11-09,BRL,7974.2,Pagamento,Aprovada,Alimentação,Inter,6,52.99,8027.19
FIN000221,558.415.492-68,Juliana Queiroz,2022-12-19,BRL,1091.03,Pagamento,Aprovada,Alimentação,XP,12,16.14,1107.17
FIN000509,979.393.466-77,Rafael Macedo,,BRL,7182.93,Pagamento,,Alimentação,Banco do Brasil,2,207.57,7390.5
FIN000744,302.344.227-49,Natalia Correia,2024-04-10,BRL,18664.96,Saque,Pendente,Alimentação,Banco do Brasil,12,151.93,18816.89
FIN000388,250.185.469-98,Carolina Azevedo,2023-05-20,BRL,4872.83,Depósito,Recusada,Tecnologia,XP,2,31.35,4904.18
FIN000094,984.277.320-89,Rodrigo Farias,2022-08-24,BRL,7507.04,PIX,Aprovada,Tecnologia,C6 Bank,2,108.01,7615.05
FIN000149,905.792.858-30,Isabela Nunes,2022-10-14,BRL,82699.974,Depósito,Pendente,Investimento,C6 Bank,12,28.74,82728.714
FIN000483,734.523.146-73,Marcelo Teixeira,,BRL,2259.75,Pagamento,Pendente,Vestuário,C6 Bank,2,12.45,2272.2
FIN000905,172.182.704-99,Amanda Vieira,2024-09-04,BRL,9607.75,Saque,Pendente,Moradia,,6,177.39,9785.14
FIN000250,751.400.515-90,Camila Rocha,2023-01-14,BRL,65634.9,PIX,Aprovada,Tecnologia,XP,3,18.48,65653.37999999999
FIN000341,175.167.851-95,Carolina Azevedo,2023-04-07,BRL,10402.7,Depósito,Pendente,Viagem,XP,2,242.49,10645.19
FIN000670,393.790.691-44,Henrique Pinto,2024-02-02,BRL,5020.95,Depósito,Recusada,Tecnologia,XP,1,32.85,5053.8
